"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)","station"
"07","1004.4","1005.2","1012.5","2021-07-07 22:41","990.9","2021-07-23 16:30","29.1","34.3","2021-07-04 13:15","24.7","2021-07-31 19:09","25.5","2.0","290","14.9","300","2021-07-23 11:28","476.5","68.3","17","14.0","2021-07-25 01:43","31.0","2021-07-20 20:21","105.0","2021-07-31 00:00","81","144.2","215.5","680.15","...","...","...","6.0","kaohsiung"
"08","1006.9","1007.7","1013.4","2021-08-16 08:09","996.8","2021-08-07 03:40","28.4","33.2","2021-08-27 14:10","24.6","2021-08-01 05:06","25.4","1.8","180","20.6","300","2021-08-07 12:57","869.0","102.6","17","17.0","2021-08-08 13:28","43.5","2021-08-08 13:08","165.0","2021-08-07 00:00","84","129.5","174.3","559.87","...","...","...","6.4","kaohsiung"
"09","1008.6","1009.4","1014.8","2021-09-23 21:22","994.1","2021-09-12 04:00","29.1","32.9","2021-09-10 12:14","25.1","2021-09-06 02:49","25.1","1.6","300","13.7","310","2021-09-12 03:45","142.0","22.2","11","23.5","2021-09-05 17:25","68.0","2021-09-05 16:56","71.0","2021-09-05 00:00","80","131.0","220.1","632.25","...","...","...","4.0","kaohsiung"
"10","1011.1","1011.9","1018.2","2021-10-29 08:57","993.6","2021-10-12 01:40","27.6","32.4","2021-10-02 11:15","22.8","2021-10-25 03:14","23.1","1.5","290","13.3","130","2021-10-12 18:09","90.5","36.4","7","13.5","2021-10-07 14:05","27.0","2021-10-07 18:32","45.5","2021-10-07 00:00","77","123.9","195.5","550.64","...","...","...","5.0","kaohsiung"
"11","1014.1","1014.9","1018.9","2021-11-23 23:28","1006.9","2021-11-06 14:03","24.6","31.7","2021-11-06 10:36","17.7","2021-11-24 05:41","18.8","1.8","340","12.6","350","2021-11-30 22:08","14.5","9.9","3","6.5","2021-11-04 03:04","11.0","2021-11-04 02:54","12.5","2021-11-04 00:00","71","113.9","198.3","488.73","...","...","...","4.6","kaohsiung"
"12","1017.9","1018.7","1025.0","2021-12-27 07:22","1010.3","2021-12-21 14:46","21.2","28.1","2021-12-24 11:21","15.2","2021-12-28 00:51","15.7","1.7","350","10.4","360","2021-12-01 03:12","1.0","5.2","2","0.5","2021-12-20 13:36","0.5","2021-12-20 13:36","0.5","2021-12-20 00:00","71","96.1","184.8","435.39","...","...","...","4.4","kaohsiung"
"01","1016.0","1017.1","1023.4","2022-01-01 00:01","1007.9","2022-01-29 16:01","20.1","27.7","2022-01-05 13:34","12.0","2022-01-31 02:01","15.4","1.7","340","12.4","300","2022-01-13 16:00","58.5","34.7","4","2.5","2022-01-22 12:32","6.0","2022-01-22 20:34","24.5","2022-01-22 00:00","76","89.4","152.5","403.53","...","...","...","5.1","kaohsiung"
"02","1016.0","1017.9","1023.1","2022-02-25 09:25","1008.8","2022-02-13 15:38","18.0","29.0","2022-02-28 13:54","10.8","2022-02-20 23:06","15.0","1.0","340","10.2","320","2022-02-14 09:43","33.5","32.3","8","3.0","2022-02-23 13:38","7.5","2022-02-23 13:38","17.5","2022-02-23 00:00","84","75.7","110.9","318.79","10","14","2022-02-28 13:00","5.6","kaohsiung"
"03","1012.1","1014.0","1017.6","2022-03-01 09:08","1004.9","2022-03-18 15:31","23.1","32.1","2022-03-26 12:57","10.3","2022-03-08 06:13","18.8","1.3","280","15.7","160","2022-03-25 14:18","23.5","20.8","3","1.5","2022-03-23 13:10","6.0","2022-03-23 12:56","17.5","2022-03-23 00:00","79","125.2","209.1","580.63","...","...","...","4.2","kaohsiung"
"04","1011.6","1013.4","1020.1","2022-04-04 08:18","1003.7","2022-04-13 14:53","24.9","34.5","2022-04-25 11:50","14.3","2022-04-03 04:38","20.0","1.5","280","13.9","170","2022-04-25 14:19","2.5","17.2","3","0.5","2022-04-02 16:35","0.5","2022-04-02 16:35","1.5","2022-04-03 00:00","76","168.6","226.7","655.59","...","...","...","4.3","kaohsiung"
"05","1009.6","1011.4","1013.9","2022-05-03 09:37","1005.2","2022-05-13 16:01","24.9","32.4","2022-05-10 12:58","17.3","2022-05-03 02:15","22.0","1.1","280","11.9","260","2022-05-14 13:07","149.0","60.5","7","20.5","2022-05-14 12:57","28.5","2022-05-14 12:35","38.0","2022-05-14 00:00","85","63.0","50.9","276.66","8","11","2022-05-10 13:00","8.0","kaohsiung"
