"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)","station"
"07","1002.4","1005.2","1010.9","2021-07-10 22:30","987.9","2021-07-23 16:47","28.8","33.7","2021-07-14 11:41","24.0","2021-07-31 16:39","25.6","2.6","100","19.5","310","2021-07-23 04:42","402.0","46.6","18","15.0","2021-07-31 05:50","38.0","2021-07-30 11:54","128.0","2021-07-31 00:00","83","150.2","214.7","626.88","...","...","...","5.4","hengchun"
"08","1005.1","1007.8","1011.6","2021-08-30 09:51","995.2","2021-08-02 15:57","28.1","33.0","2021-08-27 12:47","24.3","2021-08-30 10:09","25.5","2.0","270","17.8","240","2021-08-06 14:36","835.0","68.1","21","23.0","2021-08-08 06:11","73.0","2021-08-02 04:09","174.5","2021-08-08 00:00","87","121.2","163.1","493.24","...","...","...","6.5","hengchun"
"09","1006.8","1009.6","1013.1","2021-09-23 21:30","991.5","2021-09-12 01:03","28.6","33.4","2021-09-04 13:31","23.7","2021-09-30 04:29","24.9","2.2","100","17.8","280","2021-09-12 10:10","140.5","27.8","17","11.0","2021-09-20 10:55","16.5","2021-09-20 10:55","43.5","2021-09-11 00:00","81","146.8","236.0","619.55","...","...","...","4.5","hengchun"
"10","1009.4","1012.1","1016.3","2021-10-30 08:43","991.0","2021-10-11 18:44","26.9","32.5","2021-10-02 12:30","22.8","2021-10-21 05:53","22.0","4.5","40","34.6","30","2021-10-11 22:09","378.0","41.2","11","14.5","2021-10-14 04:47","49.5","2021-10-14 04:24","85.5","2021-10-14 00:00","75","147.0","188.7","519.73","...","...","...","5.7","hengchun"
"11","1012.1","1014.9","1017.1","2021-11-28 08:28","1005.0","2021-11-06 13:52","24.3","31.0","2021-11-06 10:59","20.0","2021-11-10 06:04","19.3","4.0","40","26.9","70","2021-11-27 09:54","20.0","26.4","7","1.0","2021-11-25 14:49","3.0","2021-11-25 15:52","9.0","2021-11-29 00:00","74","114.1","151.1","409.01","...","...","...","5.4","hengchun"
"12","1015.8","1018.6","1022.7","2021-12-27 08:17","1008.7","2021-12-21 14:53","22.0","28.1","2021-12-24 13:16","18.5","2021-12-06 04:12","16.1","4.9","40","30.0","310","2021-12-17 20:20","5.5","14.2","5","1.5","2021-12-15 07:06","2.5","2021-12-15 07:00","3.0","2021-12-15 00:00","70","124.3","166.3","415.42","...","...","...","5.7","hengchun"
"01","1013.9","1016.7","1021.4","2022-01-01 09:17","1005.8","2022-01-29 14:47","21.3","26.7","2022-01-23 11:00","14.4","2022-01-13 02:15","16.9","3.8","40","22.5","140","2022-01-07 00:52","173.0","60.2","8","9.5","2022-01-06 00:55","21.0","2022-01-22 08:01","55.5","2022-01-22 00:00","77","87.3","120.9","359.78","...","...","...","6.7","hengchun"
"02","1014.0","1016.9","1020.8","2022-02-25 09:14","1007.5","2022-02-13 16:00","21.3","27.4","2022-02-13 12:49","15.7","2022-02-16 06:56","16.3","4.1","40","30.3","40","2022-02-20 11:43","17.0","13.7","5","5.0","2022-02-08 00:09","8.0","2022-02-08 00:01","8.0","2022-02-08 00:00","74","102.7","143.5","399.54","...","...","...","5.7","hengchun"
"03","1010.8","1013.6","1015.9","2022-03-01 09:31","1003.1","2022-03-18 03:47","24.2","31.3","2022-03-22 13:05","16.3","2022-03-08 04:35","19.4","3.1","100","20.4","360","2022-03-29 10:36","12.5","13.8","2","2.5","2022-03-23 15:13","4.5","2022-03-23 15:13","7.5","2022-03-23 00:00","75","142.6","183.7","559.89","...","...","...","5.5","hengchun"
"04","1010.3","1013.1","1019.2","2022-04-04 22:02","1001.9","2022-04-13 15:16","25.2","32.6","2022-04-29 12:44","20.2","2022-04-02 03:19","20.4","3.6","40","24.4","80","2022-04-04 10:55","12.5","10.7","6","2.5","2022-04-14 20:53","6.5","2022-04-14 20:53","8.0","2022-04-14 00:00","75","167.8","189.7","617.02","...","...","...","5.2","hengchun"
"05","1008.2","1011.0","1012.2","2022-05-03 21:31","1003.4","2022-05-13 16:53","26.1","32.3","2022-05-09 12:11","20.3","2022-05-02 22:16","21.9","2.9","40","21.9","40","2022-05-02 01:44","44.5","23.4","9","9.0","2022-05-14 13:55","9.5","2022-05-14 13:55","13.5","2022-05-16 00:00","78","74.2","46.4","275.26","7","11","2022-05-01 13:00","8.0","hengchun"
